city,year,month,pop_sum,pop_0_9,pop_10_19,pop_20_29,pop_30_39,pop_40_49,pop_50_59,pop_60_69,pop_70_79,pop_80_89,pop_90_99,pop_100_
충청남도,2009,05,2022479,210487,262743,269234,314213,328675,249375,186150,149291,46709,5457,145
전라북도,2009,05,1853944,183495,257620,241151,270549,299059,237499,181639,133532,44101,5121,178
전라남도,2009,05,1915147,181449,252064,229070,258586,303684,246249,216841,167005,53767,6221,211
경상북도,2009,05,2670656,249725,337646,351272,395631,443842,359979,263290,197054,64438,7610,169
경상남도,2009,05,3230363,341488,453699,427356,528009,568970,407179,260275,180693,57490,5068,136
제주특별자치도,2009,05,561266,65472,82501,72073,90825,95638,64865,46930,30965,10011,1921,65
전국,2009,06,49642216,5003971,6820845,7124871,8398889,8724720,6313295,3998149,2410057,757874,87045,2500
서울특별시,2009,06,10226685,914674,1268504,1679448,1884762,1729484,1371741,841527,397367,123535,15199,444
부산광역시,2009,06,3553483,289441,460674,535173,544204,621311,550556,332350,167117,48117,4406,134
대구광역시,2009,06,2491478,238660,366011,357140,403030,457142,328954,195890,110187,31227,3146,91
인천광역시,2009,06,2697339,276539,393715,398112,463802,513340,332512,181160,101148,33120,3784,107
광주광역시,2009,06,1427194,162770,229763,212491,243270,243089,160102,100495,55115,17839,2193,67
대전광역시,2009,06,1482157,161703,222653,222942,256372,263527,179926,98989,55928,17922,2134,61
울산광역시,2009,06,1113761,121286,176323,158611,190314,219014,140639,64527,31723,10193,1113,18
경기도,2009,06,11359140,1308490,1644177,1574456,2097079,2117779,1281146,746036,437291,136357,15887,442
강원도,2009,06,1509484,145259,199133,192820,222334,258583,205191,149973,98943,32847,4272,129
충청북도,2009,06,1522927,155686,212184,207505,235621,260741,192205,130598,94978,29733,3584,92
충청남도,2009,06,2024318,210258,263264,268724,314601,329113,250095,186425,149480,46763,5447,148
전라북도,2009,06,1854180,183136,257806,240357,270530,299013,238234,181796,133806,44200,5121,181
전라남도,2009,06,1915226,180982,252172,228334,258720,303505,246845,217082,167259,53885,6230,212
경상북도,2009,06,2670040,248918,337685,350041,395128,443798,361053,263634,197533,64511,7566,173
경상남도,2009,06,3233094,340887,454151,426895,528254,569362,409048,260635,181100,57576,5051,135
제주특별자치도,2009,06,561710,65282,82630,71822,90868,95919,65048,47032,31082,10049,1912,66
전국,2009,07,49665471,4991014,6821750,7109869,8390235,8736670,6329277,4016773,2419226,760658,87475,2524
서울특별시,2009,07,10229471,912925,1268086,1674634,1883924,1731513,1373420,846100,399131,123987,15300,451
부산광역시,2009,07,3551777,288439,459949,533258,543617,620878,551172,333839,167730,48335,4426,134
대구광역시,2009,07,2491579,237907,365815,356389,402181,457698,329678,196719,110634,31297,3169,92
인천광역시,2009,07,2699001,275791,393585,397550,463299,513983,333781,182242,101609,33264,3791,106
광주광역시,2009,07,1428595,162259,230186,212318,243257,243474,160440,101177,55330,17882,2203,69
대전광역시,2009,07,1482636,161186,222727,222459,256141,263865,180434,99534,56077,18003,2148,62
울산광역시,2009,07,1114164,120911,176287,158408,189884,219329,141189,64995,31812,10213,1116,20
경기도,2009,07,11372226,1305832,1645916,1571905,2095637,2123004,1287112,750003,439270,137102,15995,450
강원도,2009,07,1509860,144823,199087,192388,221900,258882,205871,150188,99344,32971,4274,132
충청북도,2009,07,1523655,155285,212188,207162,235332,261189,192729,130971,95371,29746,3587,95
충청남도,2009,07,2025896,209989,263539,268192,314479,329695,250604,187012,149811,46995,5434,146
전라북도,2009,07,1854064,182436,257655,239990,270063,299168,238145,182707,134316,44233,5172,179
전라남도,2009,07,1915093,180231,252199,227698,258223,303412,247168,217789,167861,54027,6271,214
경상북도,2009,07,2669046,247754,337426,349125,393796,444251,361680,264448,198128,64685,7581,172
경상남도,2009,07,3236249,340124,454381,426713,527803,570228,410543,261818,181571,57852,5079,137
제주특별자치도,2009,07,562159,65122,82724,71680,90699,96101,65311,47231,31231,10066,1929,65
전국,2009,08,49688156,4977719,6820528,7092128,8382896,8741763,6360315,4026870,2430120,765245,88020,2552
서울특별시,2009,08,10230476,909988,1267398,1669656,1882585,1731973,1378188,848924,401223,124720,15363,458
부산광역시,2009,08,3550445,287457,459070,531215,543112,620027,552788,335016,168573,48623,4430,134
대구광역시,2009,08,2491856,237049,365556,355634,401652,457567,331188,197300,111205,31424,3188,93
인천광역시,2009,08,2700791,275161,393161,396731,463174,514089,336020,182940,102136,33441,3831,107
광주광역시,2009,08,1429974,161886,230547,211781,243427,243577,161384,101492,55580,18007,2224,69
대전광역시,2009,08,1484172,161131,222694,221993,256187,264046,181486,99921,56350,18146,2154,64
울산광역시,2009,08,1114265,120472,176241,157934,189453,219407,142075,65350,31928,10252,1134,19
경기도,2009,08,11386340,1303349,1647073,1569483,2094071,2127419,1296204,752467,441605,138087,16126,456
강원도,2009,08,1510371,144291,198999,191846,221288,259213,207101,150250,99767,33181,4302,133
충청북도,2009,08,1524335,154823,212247,206602,235000,261323,193949,131055,95693,29939,3605,99
충청남도,2009,08,2027075,209646,263733,267244,314315,330090,251489,187313,150281,47356,5461,147
전라북도,2009,08,1854153,181901,257469,239339,269846,298965,238919,183066,134855,44423,5191,179
전라남도,2009,08,1914205,179507,251883,226968,257847,303021,248018,217778,168333,54322,6314,214
경상북도,2009,08,2668421,246691,337122,348282,393101,443880,363084,264511,198900,65062,7607,181
경상남도,2009,08,3238842,339485,454513,426063,527263,570907,412622,262305,182263,58149,5140,132
제주특별자치도,2009,08,562435,64882,82822,71357,90575,96259,65800,47182,31428,10113,1950,67
전국,2009,09,49711355,4963410,6819022,7080944,8373616,8746179,6390748,4034709,2442285,768993,88867,2582
서울특별시,2009,09,10228160,906844,1265704,1664554,1880961,1731426,1382481,851228,403653,125364,15483,462
부산광역시,2009,09,3549442,286324,458204,529580,542603,618955,554475,336193,169669,48841,4466,132
대구광역시,2009,09,2492401,236182,365195,355167,401054,457528,332759,197761,111867,31555,3237,96
인천광역시,2009,09,2703325,274598,392985,396422,462822,514349,338191,183613,102702,33667,3864,112
광주광역시,2009,09,1431675,161543,230850,211633,243500,243665,162296,101873,55852,18126,2264,73
대전광역시,2009,09,1484719,160672,222648,221651,255636,264312,182502,100133,56711,18204,2183,67
울산광역시,2009,09,1114357,120093,175994,157664,189121,219463,142898,65575,32076,10306,1149,18
경기도,2009,09,11402705,1300463,1648001,1569446,2092404,2131955,1305715,754529,444425,139021,16284,462
강원도,2009,09,1510674,143822,198979,191461,220882,259364,208017,150171,100194,33310,4343,131
충청북도,2009,09,1525474,154581,212278,206485,234661,261615,195044,130895,96117,30058,3638,102
충청남도,2009,09,2029233,209345,264205,267112,314031,330648,252442,187391,150879,47510,5519,151
전라북도,2009,09,1854037,181269,257472,238983,269301,298698,239744,183172,135392,44584,5235,187
전라남도,2009,09,1913290,178852,251877,226292,257197,302700,248754,217761,168767,54513,6365,212
경상북도,2009,09,2668223,245647,337011,347522,392426,443683,364587,264489,199704,65303,7676,175
경상남도,2009,09,3241222,338557,454781,425772,526698,571490,414612,262739,182751,58489,5200,133
제주특별자치도,2009,09,562418,64618,82838,71200,90319,96328,66231,47186,31526,10142,1961,69
전국,2009,10,49736280,4948735,6817891,7064990,8368369,8748617,6426748,4041648,2454234,772831,89627,2590
서울특별시,2009,10,10224788,903806,1263928,1657919,1879237,1731271,1387921,852809,405894,125922,15606,475
부산광역시,2009,10,3548189,285108,457238,527690,542170,617937,556416,337227,170642,49102,4524,135
대구광역시,2009,10,2492960,235230,364948,354435,400442,457648,334705,198066,112422,31696,3269,99
인천광역시,2009,10,2706114,274110,392676,396040,463024,514310,340646,184169,103282,33861,3886,110
광주광역시,2009,10,1432465,161017,230921,211098,243447,243819,163212,102263,56095,18234,2285,74
대전광역시,2009,10,1485041,160174,222582,221069,255246,264431,183604,100361,57046,18269,2191,68
울산광역시,2009,10,1114748,119563,176010,157361,188812,219466,143909,65839,32262,10348,1160,18
경기도,2009,10,11419314,1297613,1649494,1567937,2092146,2135288,1316461,756432,447094,139954,16436,459
강원도,2009,10,1511290,143276,198975,191216,220624,259056,209412,149889,100875,33455,4378,134
충청북도,2009,10,1526643,154106,212415,206252,234437,261914,196126,130940,96514,30199,3637,103
충청남도,2009,10,2032118,209102,264621,266895,314360,331147,253552,187473,151435,47781,5601,151
전라북도,2009,10,1854237,180675,257458,238503,268926,298441,240729,183428,135870,44760,5266,181
전라남도,2009,10,1913508,178204,252032,225743,256734,302377,250018,217843,169207,54742,6405,203
경상북도,2009,10,2668165,244712,336736,346588,391807,443346,366476,264484,200596,65505,7737,178
경상남도,2009,10,3244170,337724,454967,425220,526793,571876,416861,263220,183307,58806,5266,130
제주특별자치도,2009,10,562530,64315,82890,71024,90164,96290,66700,47205,31693,10197,1980,72
전국,2009,11,49759141,4935321,6815965,7046952,8370180,8749196,6462726,4044985,2464729,776482,90004,2601
서울특별시,2009,11,10217035,900672,1261673,1650056,1878431,1729812,1392600,853422,407700,126489,15710,470
부산광역시,2009,11,3546127,283751,456227,525353,542125,616998,558377,337738,171487,49394,4541,136
대구광역시,2009,11,2492917,234244,364653,353328,400279,457576,336408,198219,113008,31832,3276,94
인천광역시,2009,11,2708884,273597,392551,395508,463520,514402,343046,184473,103733,34042,3901,111
광주광역시,2009,11,1433389,160583,230914,210669,243542,243962,164068,102594,56328,18342,2314,73
대전광역시,2009,11,1485291,159644,222543,220463,255058,264391,184692,100593,57311,18338,2190,68
울산광역시,2009,11,1115110,119091,176011,156826,188837,219419,144941,66024,32389,10398,1155,19
경기도,2009,11,11439405,1295814,1651017,1566601,2094576,2138590,1327267,758017,449721,140769,16567,466
강원도,2009,11,1512003,142896,198980,190887,220441,258608,211075,149635,101354,33611,4379,137
충청북도,2009,11,1527305,153709,212380,205789,234329,261856,197520,130708,96983,30283,3643,105
충청남도,2009,11,2035112,208929,264979,266769,314991,331391,254977,187376,151929,47982,5632,157
전라북도,2009,11,1854636,180049,257460,238211,268639,298371,241698,183487,136329,44934,5275,183
전라남도,2009,11,1913244,177400,252132,225296,256579,302136,250930,217795,169346,55026,6401,203
경상북도,2009,11,2668832,243796,336594,345856,391634,443142,368540,264293,201348,65662,7792,175
경상남도,2009,11,3247080,337031,454809,424543,527221,572187,419462,263422,183922,59110,5243,130
제주특별자치도,2009,11,562771,64115,83042,70797,89978,96355,67125,47189,31841,10270,1985,74
전국,2009,12,49773145,4922969,6811650,7028262,8371533,8729495,6508077,4047492,2477437,783005,90626,2599
서울특별시,2009,12,10208302,898116,1259471,1641530,1877265,1724937,1398666,854162,410441,127449,15794,471
부산광역시,2009,12,3543030,282560,454929,523221,541448,614657,560978,338206,172518,49811,4570,132
대구광역시,2009,12,2489781,233190,363636,351588,399383,454978,339607,198254,113754,31987,3309,95
인천광역시,2009,12,2710579,272841,392359,395087,463963,513082,345805,184863,104258,34285,3924,112
광주광역시,2009,12,1433640,160342,230782,209763,243409,243933,165033,102913,56448,18628,2312,77
대전광역시,2009,12,1484180,158921,222266,219582,254538,263615,186117,100726,57685,18461,2201,68
울산광역시,2009,12,1114866,118517,175764,156423,188527,219004,146156,66177,32652,10464,1161,21
경기도,2009,12,11460610,1294934,1652626,1567006,2098445,2136831,1339447,759538,452551,142030,16740,462
강원도,2009,12,1512870,142407,198882,190738,220593,257661,213025,149139,102056,33824,4412,133
충청북도,2009,12,1527478,153273,212258,205084,234462,261374,198846,130489,97488,30433,3668,103
충청남도,2009,12,2037582,208777,265464,266314,315859,330388,256783,187351,152553,48246,5688,159
전라북도,2009,12,1854508,179453,257327,237538,268533,297570,243067,183527,136736,45254,5319,184
전라남도,2009,12,1913004,176731,251847,224891,256472,301784,251939,217364,169312,56017,6443,204
경상북도,2009,12,2669876,242857,336327,345276,391480,440921,372546,264131,202291,66066,7807,174
경상남도,2009,12,3250176,336134,454704,423631,527393,572388,422613,263506,184864,59517,5297,129
제주특별자치도,2009,12,562663,63916,83008,70590,89763,96372,67449,47146,31830,10533,1981,75
전국,2010,01,49810609,4897479,6809124,7005304,8382928,8735879,6545760,4058236,2490919,790516,91842,2622
서울특별시,2010,01,10213153,893176,1257636,1633903,1880708,1726469,1405078,857810,413366,128450,16073,484
부산광역시,2010,01,3542631,280835,453955,520742,541905,613833,563221,339196,173892,50310,4608,134
대구광역시,2010,01,2491683,231835,363384,350691,399450,455875,341032,199024,114626,32325,3347,94
인천광역시,2010,01,2714309,271735,392191,394092,464993,513304,348865,185606,104872,34542,3996,113
광주광역시,2010,01,1435300,159374,231117,209315,243758,244535,165986,103244,56709,18855,2331,76
대전광역시,2010,01,1484849,158070,222009,219044,254718,263676,187189,101320,57896,18638,2223,66
울산광역시,2010,01,1115625,117959,175566,156012,188760,219070,147105,66511,32902,10551,1168,21
경기도,2010,01,11484241,1289901,1654586,1564589,2102739,2142173,1351726,762387,455352,143363,16965,460
강원도,2010,01,1512088,141412,198632,189949,220546,257028,214332,148842,102641,34097,4475,134
충청북도,2010,01,1527943,152492,212100,204492,234791,261217,199850,130634,97826,30724,3712,105
충청남도,2010,01,2039247,207980,265654,265227,316852,330238,257989,187653,152997,48718,5779,160
전라북도,2010,01,1854293,178307,256980,236893,268426,297512,243898,183935,137117,45661,5378,186
전라남도,2010,01,1911991,175304,251716,223895,256289,301606,252988,216933,169732,56806,6514,208
경상북도,2010,01,2668403,241141,335920,343755,391173,440536,373739,264162,203313,66583,7902,179
경상남도,2010,01,3252083,334491,454484,422443,528174,572206,424989,263855,185684,60244,5385,128
제주특별자치도,2010,01,562770,63467,83194,70262,89646,96601,67773,47124,31994,10649,1986,74
전국,2010,02,49835331,4879097,6787755,6990416,8390471,8739620,6586303,4063764,2504710,797416,93081,2698
서울특별시,2010,02,10214085,888795,1252660,1629041,1882681,1727451,1411359,859747,416201,129355,16295,500
부산광역시,2010,02,3541701,279559,451933,518601,542759,612768,565526,339906,175090,50759,4665,135
대구광역시,2010,02,2492118,231041,362170,349885,399190,456191,342682,199565,115287,32616,3396,95
인천광역시,2010,02,2716783,270797,390974,393648,465338,513464,352021,186110,105436,34812,4065,118
광주광역시,2010,02,1436506,158802,230721,208969,244409,244841,166868,103362,56972,19128,2358,76
대전광역시,2010,02,1485820,157802,220948,218700,255371,263564,188475,101615,58232,18797,2249,67
울산광역시,2010,02,1115138,117353,174846,155474,188573,219013,148170,66773,33104,10622,1189,21
경기도,2010,02,11506199,1287637,1652080,1564349,2106384,2146671,1364259,764170,458332,144612,17228,477
강원도,2010,02,1511079,140535,197778,189389,220164,256506,215925,148505,103236,34375,4525,141
충청북도,2010,02,1528642,151969,211356,204079,234930,261219,201283,130624,98305,31015,3755,107
충청남도,2010,02,2040595,207389,264673,264544,317782,330025,259696,187724,153659,49090,5847,166
전라북도,2010,02,1854436,177401,255995,236656,268773,297190,244982,184085,137711,46021,5437,185
전라남도,2010,02,1910346,174108,250615,223281,256067,301408,253886,216140,170529,57507,6590,215
경상북도,2010,02,2666253,239382,334556,342586,390546,440260,375324,264363,203979,67064,8008,185
경상남도,2010,02,3252551,333249,453269,421105,527902,572281,427792,263928,186512,60907,5474,132
제주특별자치도,2010,02,563079,63278,83181,70109,89602,96768,68055,47147,32125,10736,2000,78
전국,2010,03,49862894,4860065,6803040,6969044,8372686,8735657,6631173,4072275,2518892,803147,94198,2717
