시도별,경제활동별,항목,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
서울특별시,　보건업 및 사회복지 서비스업,실질,9868466,10143110,10895144,11455142,12148635,12754629,13097040,14076761,15166381,16118221,16612416,17922773,19679859,19763897,21092132,22346098
서울특별시,　보건업 및 사회복지 서비스업,실질기여도,0.25,0.09,0.24,0.18,0.21,0.18,0.1,0.28,0.3,0.26,0.13,0.34,0.44,0.02,0.33,0.29
서울특별시,　문화 및 기타서비스업,명목,8273372,8904142,9174110,9772269,10206858,10733058,10836103,11465788,11438842,12040265,12159649,12698049,13141050,11284886,12030997,13895901
서울특별시,　문화 및 기타서비스업,실질,11258572,11626766,11602438,11989331,11928560,11978242,11750314,11967470,11438842,11694855,11531462,11676982,11863086,10126944,10631863,11911333
서울특별시,　문화 및 기타서비스업,실질기여도,0.2,0.1,-0.01,0.1,-0.02,0.01,-0.06,0.06,-0.14,0.07,-0.04,0.04,0.05,-0.44,0.13,0.31
부산광역시,지역내총생산(시장가격),명목,59096264,63844756,63676073,66831000,68484173,71155823,73319051,77562517,82701497,85536348,87835601,89979896,93012134,91286486,97805911,104296833
부산광역시,지역내총생산(시장가격),실질,68944140,70785024,68336815,71968834,73792908,75742868,77000292,80258570,82701497,84114530,85441974,86889875,89105372,85962709,87629325,89883761
부산광역시,지역내총생산(시장가격),실질기여도,5.58,2.67,-3.46,5.31,2.53,2.64,1.66,4.23,3.04,1.71,1.58,1.69,2.55,-3.53,1.94,2.57
부산광역시,순생산물세,명목,4519712,5023913,5073329,5153680,5366593,5372067,5255043,5763483,6012115,6418735,6807300,6815267,6927805,7178861,7587664,8220647
부산광역시,순생산물세,실질,5161865,5183791,5018797,5115022,5499262,5441598,5409621,5936791,6012115,6217141,6388458,6284848,6428341,6466985,6473259,6833266
부산광역시,순생산물세,실질기여도,0,0.03,-0.25,0.15,0.58,-0.08,-0.04,0.7,0.09,0.25,0.21,-0.13,0.17,0.04,0.01,0.43
부산광역시,총부가가치(기초가격),명목,54576552,58820843,58602744,61677320,63117580,65783756,68064008,71799034,76689382,79117613,81028301,83164629,86084329,84107625,90218247,96076186
부산광역시,총부가가치(기초가격),실질,63776575,65598069,63313809,66865088,68281708,70300326,71596438,74321277,76689382,77897389,79052308,80612184,82685227,79494304,81160478,83044482
부산광역시,총부가가치(기초가격),실질기여도,5.58,2.64,-3.21,5.16,1.96,2.72,1.7,3.53,2.95,1.46,1.37,1.82,2.38,-3.57,1.93,2.14
부산광역시,"농업, 임업 및 어업",명목,430252,476081,602750,603089,754402,661466,552629,523623,532580,502713,512103,422997,357755,437330,440666,315388
부산광역시,"농업, 임업 및 어업",실질,662505,716249,695279,658743,770062,706658,621934,647998,532580,509823,508683,441594,391577,414677,483472,407331
부산광역시,"농업, 임업 및 어업",실질기여도,0.06,0.06,-0.02,-0.05,0.15,-0.09,-0.11,0.03,-0.12,-0.03,0,-0.08,-0.05,0.02,0.08,-0.07
부산광역시,광제조업,명목,10225318,11272001,11286180,12291287,12712223,12926730,13105378,13690445,14955540,15162806,14750926,14624398,15168905,14639950,15044118,16334956
부산광역시,광제조업,실질,12272843,12832884,11141038,13145920,13200929,13378777,13421731,14059518,14955540,14637867,14342297,14198014,14668393,13914755,14084007,14567655
부산광역시,광제조업,실질기여도,2.13,0.79,-2.33,3.19,0.08,0.25,0.06,0.85,1.12,-0.38,-0.36,-0.17,0.54,-0.84,0.2,0.53
부산광역시,　광업,명목,7768,10011,6799,10741,16963,22703,18606,17378,17897,17595,25545,12329,5753,8900,9382,6769
부산광역시,　광업,실질,12535,15683,11961,14922,20384,26688,20853,19658,17897,16999,23579,11632,5444,8930,9668,6644
부산광역시,　광업,실질기여도,0,0,0,0,0.01,0.01,-0.01,0,0,0,0.01,-0.01,-0.01,0,0,0
부산광역시,　제조업,명목,10217550,11261990,11279381,12280546,12695260,12904027,13086772,13673067,14937643,15145211,14725381,14612069,15163152,14631050,15034736,16328187
부산광역시,　제조업,실질,12258975,12816469,11127988,13130069,13180855,13353223,13401308,14040121,14937643,14620868,14318723,14187013,14663793,13906542,14075097,14561488
부산광역시,　제조업,실질기여도,2.13,0.79,-2.32,3.19,0.07,0.24,0.07,0.85,1.13,-0.38,-0.37,-0.15,0.55,-0.84,0.19,0.53
부산광역시,　　음식료품 및 담배제조업,명목,321773,376806,380817,426822,447208,444869,498986,538774,619475,668301,663268,754403,768233,772776,826691,834383
부산광역시,　　음식료품 및 담배제조업,실질,541041,453747,430851,489212,476833,500624,547485,558690,619475,633146,630448,695093,703753,687302,744923,778910
부산광역시,　　음식료품 및 담배제조업,실질기여도,0.1,-0.09,-0.03,0.08,-0.02,0.03,0.06,0.01,0.08,0.02,0,0.08,0.01,-0.02,0.07,0.04
부산광역시,　　섬유 의복 및 가죽 제품 제조업,명목,1031224,999257,1028956,1134988,1174345,1145174,1244937,1257197,1219797,1219848,1164655,1121311,1101662,1011872,890717,869030
부산광역시,　　섬유 의복 및 가죽 제품 제조업,실질,1248538,1215727,1126485,1207067,1203698,1188368,1269548,1280206,1219797,1033236,1065739,1006367,932393,843886,849974,874028
부산광역시,　　섬유 의복 및 가죽 제품 제조업,실질기여도,0.17,-0.05,-0.11,0.12,0,-0.02,0.11,0.01,-0.08,-0.23,0.04,-0.07,-0.09,-0.11,0.01,0.03
부산광역시,　　목재종이인쇄 및 복제업,명목,283312,340998,311299,282782,310195,293235,301790,316498,341840,391413,344294,341437,345701,349305,384673,371344
부산광역시,　　목재종이인쇄 및 복제업,실질,225526,286708,333324,319946,335586,316254,311566,320504,341840,393079,354492,325682,332794,341461,340756,302838
부산광역시,　　목재종이인쇄 및 복제업,실질기여도,0,0.13,0.09,-0.02,0.02,-0.03,-0.01,0.01,0.03,0.06,-0.04,-0.03,0.01,0.01,0,-0.04
부산광역시,　　석탄 및 석유 화학제품 제조업,명목,869477,777368,905121,1010701,1122521,1209067,1238228,1333327,1598573,1617445,1584607,1447449,1538273,1500914,1658469,1657895
부산광역시,　　석탄 및 석유 화학제품 제조업,실질,1075351,1077304,961265,1153736,1230668,1294275,1332883,1429670,1598573,1580835,1611171,1499271,1534157,1458249,1540884,1476174
부산광역시,　　석탄 및 석유 화학제품 제조업,실질기여도,-0.01,0,-0.13,0.28,0.1,0.08,0.05,0.12,0.2,-0.02,0.04,-0.13,0.04,-0.08,0.09,-0.07
부산광역시,　　비금속광물 및 금속제품 제조업,명목,3181821,3832731,3476942,3868908,4059273,4129325,3958313,4109565,4079304,4056807,3900517,3799514,3911106,3785138,4508857,5348092
부산광역시,　　비금속광물 및 금속제품 제조업,실질,4547273,4507534,3890760,3792176,3799612,3907640,3752852,3961672,4079304,3983322,3788800,3660002,3723131,3571512,3385039,3436368
부산광역시,　　비금속광물 및 금속제품 제조업,실질기여도,0.84,-0.05,-0.82,-0.14,0.01,0.17,-0.23,0.3,0.16,-0.12,-0.23,-0.15,0.07,-0.17,-0.22,0.07
부산광역시,　　전기 전자 및 정밀기기 제조업,명목,1368389,1253961,1386126,1480257,1423162,1709318,1814975,1832915,2020492,1787786,1755284,2029764,2338134,2380723,2390278,2414385
부산광역시,　　전기 전자 및 정밀기기 제조업,실질,1233613,1351103,1491607,1532204,1468164,1735772,1815880,1884379,2020492,1794660,1635502,1925699,2498676,2534845,2581201,2685286
부산광역시,　　전기 전자 및 정밀기기 제조업,실질기여도,1.17,0.22,0.2,0.06,-0.09,0.38,0.11,0.09,0.17,-0.27,-0.19,0.35,0.67,0.04,0.05,0.1
부산광역시,　　기계 운송장비 및 기타 제품 제조업,명목,3161554,3680869,3790120,4076088,4158556,3973039,4029543,4284791,5058162,5403611,5312756,5118191,5160043,4830322,4375051,4833058
부산광역시,　　기계 운송장비 및 기타 제품 제조업,실질,3826217,4265188,3142369,4622938,4662105,4374767,4352259,4585414,5058162,5202590,5217549,5041367,4897042,4452927,4614261,5040692
부산광역시,　　기계 운송장비 및 기타 제품 제조업,실질기여도,-0.14,0.61,-1.52,2.8,0.05,-0.37,-0.03,0.29,0.57,0.17,0.02,-0.2,-0.16,-0.5,0.19,0.41
부산광역시,"전기, 가스, 증기 및 공기 조절 공급업",명목,1223963,733807,820285,985074,847426,717045,1040983,1489994,1869034,2012327,1359143,1265671,1229361,1771123,1415203,671262
부산광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질,1697674,1728226,1478120,1670498,1601500,1321505,1460411,1793977,1869034,1853719,1622172,1730861,1675381,2220222,2195171,2416514
부산광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,-0.03,0.04,-0.17,0.17,-0.06,-0.22,0.11,0.32,0.08,-0.02,-0.29,0.1,-0.05,0.43,-0.02,0.15
부산광역시,건설업,명목,3322509,3287685,2944060,2859346,3055540,3573977,3659865,3855139,4095585,4716366,5141862,5453526,5698013,5256066,5277252,4886713
부산광역시,건설업,실질,4367859,4243988,3749342,3586466,3644714,4088890,4008389,4070932,4095585,4600841,4819775,4868200,4838008,4364889,4242229,3794256
부산광역시,건설업,실질기여도,-0.27,-0.16,-0.6,-0.2,0.07,0.54,-0.1,0.08,0.03,0.61,0.26,0.06,-0.04,-0.6,-0.16,-0.57
부산광역시,서비스업,명목,39374510,43051269,42949469,44938524,45747989,47904538,49705153,52239833,55236643,56723401,59264267,61398037,63630295,62003156,68041008,73867867
부산광역시,서비스업,실질,45210804,46507635,46444032,47859365,49081567,50725830,52044828,53772092,55236643,56295139,57790991,59421498,61140788,58828516,60422431,62253208
부산광역시,서비스업,실질기여도,3.69,1.91,-0.09,2.06,1.72,2.24,1.75,2.25,1.83,1.28,1.76,1.9,1.97,-2.59,1.84,2.11
부산광역시,　도매 및 소매업,명목,5982071,6529751,7011690,7882614,8145549,8420294,8351318,7898902,7941193,8054463,8281376,8235860,8285204,7598804,7872515,7947566
부산광역시,　도매 및 소매업,실질,6871227,7035425,7217128,7784703,7888170,8104243,8156667,7894034,7941193,7906868,8008542,7987435,8223136,7702164,7839840,8071138
부산광역시,　도매 및 소매업,실질기여도,0.6,0.24,0.26,0.87,0.16,0.33,0.08,-0.37,0.06,-0.04,0.12,-0.02,0.27,-0.56,0.15,0.24
부산광역시,　운수 및 창고업,명목,6283557,7557298,5562846,4986320,4180462,4332300,4727564,5286719,6016071,5599946,5600842,5560828,5844889,5217862,8984856,11836669
부산광역시,　운수 및 창고업,실질,5640595,5813762,5008894,4956154,5189478,5350748,5374427,5676733,6016071,6108370,6356140,6706829,6916517,5757927,6189018,6355782
부산광역시,　운수 및 창고업,실질기여도,0.6,0.33,-1.64,-0.09,0.35,0.19,0.03,0.36,0.41,0.11,0.27,0.35,0.19,-1.05,0.43,0.25
부산광역시,　숙박 및 음식점업,명목,1697800,1849832,1872257,1958453,2018127,2117685,2236531,2365440,2534975,2705401,2746094,2894167,3080347,2362527,2434985,3224367
부산광역시,　숙박 및 음식점업,실질,2432804,2492975,2395249,2473601,2449370,2494248,2516588,2565033,2534975,2582458,2545757,2624935,2718400,2094331,2129301,2598836
부산광역시,　숙박 및 음식점업,실질기여도,0.03,0.07,-0.11,0.1,-0.03,0.05,0.03,0.06,-0.04,0.06,-0.04,0.1,0.11,-0.76,0.04,0.55
부산광역시,　정보통신업,명목,1877078,1845400,1836835,1809895,1698804,1692436,1692823,1721689,1739795,1884327,1837631,1867771,1904423,1993034,1968484,1952731
부산광역시,　정보통신업,실질,1721826,1769763,1740790,1772259,1747884,1709215,1771495,1764255,1739795,1871586,1840524,1931360,2048350,2195802,2219379,2266847
부산광역시,　정보통신업,실질기여도,0.08,0.09,-0.05,0.05,-0.04,-0.05,0.09,-0.01,-0.03,0.16,-0.04,0.1,0.13,0.15,0.02,0.04
부산광역시,　금융 및 보험업,명목,3808871,4092761,4216776,4707734,5006658,4949990,4819511,5134050,5269858,5241004,5695872,6079960,5871290,5986660,6512902,7032356
부산광역시,　금융 및 보험업,실질,3513033,3829912,4138820,4282501,4342238,4573330,4718211,5049274,5269858,5230519,5453541,5704706,5668837,5942627,6158150,6179095
부산광역시,　금융 및 보험업,실질기여도,1.1,0.58,0.52,0.23,0.1,0.39,0.22,0.46,0.29,-0.05,0.26,0.3,-0.04,0.3,0.24,0.02
부산광역시,　부동산업,명목,4762670,4981661,5364303,5543911,5815721,6247740,6731099,7246602,7632087,8036286,8414095,8658170,8851151,9079601,9008520,8693400
부산광역시,　부동산업,실질,5954072,6104035,6358818,6475916,6725504,6896999,7158504,7510840,7632087,7907938,8173532,8364676,8475929,8591179,8536990,8314845
부산광역시,　부동산업,실질기여도,0,0.2,0.33,0.16,0.32,0.22,0.33,0.45,0.15,0.33,0.32,0.22,0.13,0.13,-0.06,-0.24
부산광역시,　사업서비스업,명목,3547425,3911557,4155241,4454200,4541895,4838156,5209286,5816436,6563790,6724725,7052139,7525967,8159650,7975919,8200973,8712792
부산광역시,　사업서비스업,실질,4657153,4783777,4881557,4955353,4997499,5129258,5472037,6018809,6563790,6647667,6771559,7001104,7349748,6946125,6865400,6959524
부산광역시,　사업서비스업,실질기여도,0.53,0.16,0.13,0.1,0.06,0.17,0.45,0.71,0.68,0.1,0.15,0.27,0.42,-0.48,-0.1,0.11
부산광역시,"　공공 행정, 국방 및 사회보장 행정",명목,2839672,3065333,3193063,3326197,3549509,3921892,4113437,4434578,4704195,4965263,5260816,5513521,5764067,6011119,6341576,6854934
부산광역시,"　공공 행정, 국방 및 사회보장 행정",실질,3658834,3726686,3783322,3873292,4029020,4299516,4369221,4584828,4704195,4791005,4893194,4942527,5068549,5149691,5342805,5607088
부산광역시,"　공공 행정, 국방 및 사회보장 행정",실질기여도,0.06,0.09,0.07,0.12,0.2,0.35,0.09,0.28,0.15,0.1,0.12,0.06,0.16,0.1,0.25,0.32
부산광역시,　교육 서비스업,명목,3887171,4228461,4385618,4539066,4734870,4876879,5031468,5150659,5263324,5273994,5464366,5592170,5731248,5641761,6005543,6054320
부산광역시,　교육 서비스업,실질,4763736,4778356,4908702,5003777,5140297,5231337,5326298,5276066,5263324,5190516,5277644,5319900,5323282,5200652,5487035,5533610
부산광역시,　교육 서비스업,실질기여도,0.15,0.02,0.18,0.13,0.19,0.12,0.12,-0.06,-0.02,-0.09,0.1,0.05,0,-0.14,0.34,0.05
부산광역시,　보건업 및 사회복지 서비스업,명목,2699824,2842398,3148984,3427942,3671776,3995097,4272936,4588706,4972334,5442082,6093683,6521621,7064218,7309261,7810631,8286979
부산광역시,　보건업 및 사회복지 서비스업,실질,3063833,3091607,3256898,3490967,3792902,4110023,4408213,4715155,4972334,5363443,5844793,6230342,6711095,6792180,7210298,7635136
부산광역시,　보건업 및 사회복지 서비스업,실질기여도,0.36,0.04,0.24,0.36,0.44,0.45,0.41,0.41,0.32,0.47,0.57,0.46,0.56,0.09,0.49,0.47
부산광역시,　문화 및 기타서비스업,명목,1988371,2146817,2201856,2302192,2384618,2512069,2519180,2596052,2599021,2795910,2817353,2948002,3073808,2826608,2900023,3271753
부산광역시,　문화 및 기타서비스업,실질,2734025,2803157,2789525,2822930,2799509,2818886,2742999,2714051,2599021,2694769,2641459,2652591,2692473,2400098,2433550,2671170
부산광역시,　문화 및 기타서비스업,실질기여도,0.18,0.09,-0.02,0.04,-0.03,0.02,-0.1,-0.04,-0.14,0.12,-0.06,0.01,0.05,-0.36,0.04,0.29
대구광역시,지역내총생산(시장가격),명목,36154426,37335462,37943622,40617109,42635794,44843273,46904660,48817678,51822013,53167211,54832958,56714479,58094694,57725389,60987154,63189445
대구광역시,지역내총생산(시장가격),실질,42074727,42614503,41429265,44114977,45657599,47367831,49036361,50329551,51822013,51823902,52721214,53964991,54762237,53668577,56017462,56996357
대구광역시,지역내총생산(시장가격),실질기여도,4.52,1.28,-2.78,6.48,3.5,3.75,3.52,2.64,2.97,0,1.73,2.36,1.48,-2,4.38,1.75
대구광역시,순생산물세,명목,2834761,3056083,2863051,2790036,2891068,3009788,3106983,3449601,3659868,3868238,4055805,4109187,4204454,4368222,4732851,4952794
대구광역시,순생산물세,실질,3293137,3346258,2994283,2782898,2978235,3055787,3213863,3549956,3659868,3742918,3802070,3791220,3902862,3929434,4032532,4113402
대구광역시,순생산물세,실질기여도,-0.23,0.13,-0.86,-0.53,0.48,0.18,0.35,0.69,0.22,0.16,0.11,-0.02,0.21,0.05,0.2,0.16
대구광역시,총부가가치(기초가격),명목,33319665,34279379,35080571,37827073,39744726,41833485,43797677,45368077,48162145,49298973,50777153,52605292,53890240,53357167,56254303,58236651
대구광역시,총부가가치(기초가격),실질,38762922,39249322,38428416,41344316,42682640,44316888,45825323,46779604,48162145,48080984,48919189,50176603,50860367,49738369,51986619,52883795
대구광역시,총부가가치(기초가격),실질기여도,4.75,1.16,-1.92,7.02,3.01,3.57,3.18,1.94,2.75,-0.16,1.62,2.38,1.26,-2.05,4.18,1.59
